id,screen_name,name,created_at,statuses_count,followers_count,friends_count,favourites_count,listed_count,verified,default_profile,description,label
21196037,lisa_ariff,lisa ariff,Wed Feb 18 13:40:55 +0000 2009,78,130,484,0,3,,,,1
21365952,mugenvic,shaw,Fri Feb 20 02:26:24 +0000 2009,0,9,595,0,0,,1.0,,1
21375100,seve_b,Sean Bolduc,Fri Feb 20 04:51:31 +0000 2009,221,271,1199,7,5,,,"236 years...Well, we had a good run.",1
21706899,BobD32,Bob Dickson,Mon Feb 23 23:25:12 +0000 2009,1,5,549,0,0,,1.0,,1
21972434,JaMMaNIII,Jerry Allen Moore,Thu Feb 26 04:53:01 +0000 2009,0,19,1031,0,0,,1.0,,1
25836383,jeanneprom,Jeanne Prom,Sun Mar 22 16:10:49 +0000 2009,647,547,1286,6,9,,,"Spirited Artist, Passionate Life Empowerment Coach, Intuitive Tarot Reader, Spiritual Educator,/ Counselor, Painter and Jewelry Designer with Bead/Components",1
26778002,buryourself,M,Thu Mar 26 15:50:25 +0000 2009,1513,492,2004,2,0,,,"Artist,Songwriter,Producer buryourself@gmail.com #KamikazeLife www.reverbnation.com/Minotti contact 386.878.9511",1
27662686,gooseboo,erica hartenstein ,Mon Mar 30 15:44:58 +0000 2009,54,28,577,3,0,,1.0,,1
28222509,Corbdizzle,Corby Clark,Wed Apr 01 23:12:44 +0000 2009,0,3,475,0,0,,1.0,,1
28265406,Jrude1,Jerri Lynn Rudesil,Thu Apr 02 02:49:56 +0000 2009,0,10,559,0,0,,1.0,,1
28843786,liamperrell,Liam Perrell,Sat Apr 04 18:31:17 +0000 2009,7,45,568,0,0,,1.0,,1
29940598,wilkison_fs,fashion,Thu Apr 09 07:11:35 +0000 2009,62,8,385,0,0,,,so me,1
30428221,rebells86,Claire Hodgson,Sat Apr 11 10:00:34 +0000 2009,575,76,847,14,1,,1.0,,1
30993019,ghostinthesystm,K K,Mon Apr 13 23:34:54 +0000 2009,0,3,557,0,0,,,,1
31776715,doribj,Halldor Bjarnason,Thu Apr 16 13:16:47 +0000 2009,5,9,556,1,0,,1.0,,1
32179000,sweetjebus,George Pastor,Thu Apr 16 22:20:49 +0000 2009,12,58,483,0,0,,1.0,,1
33438880,chinkysweb,christine hechanova,Mon Apr 20 05:38:07 +0000 2009,7,17,459,0,0,,1.0,,1
33869550,Phatpete,Pieter Engelbrecht,Tue Apr 21 10:42:17 +0000 2009,2,16,344,3,1,,1.0,,1
34461690,jwmas89,Joe N Woods Jr,Thu Apr 23 00:30:51 +0000 2009,1,14,582,0,0,,1.0,,1
34589722,blondie24765,brendon naus,Thu Apr 23 11:38:30 +0000 2009,1,11,589,0,0,,1.0,,1
34762630,bonezefc,jon rankin,Thu Apr 23 23:02:23 +0000 2009,29,66,798,0,0,,,am 21 years old am single young am a laid back person if u dont like me you know wot u can do,1
35008954,octaviangv,Octavian G.,Fri Apr 24 19:10:05 +0000 2009,349,5,538,12,0,,1.0,,1
35959749,ilanalevine,ilana levine,Tue Apr 28 02:35:07 +0000 2009,116,112,618,2,0,,,"actress,producer,",1
36299291,Bootypatrol,Chase Adams,Wed Apr 29 05:49:36 +0000 2009,1470,67,711,4,0,,,"I'm in love with your brother, what's his name?",1
36943266,Jace_t87,Jace Wong,Fri May 01 13:36:16 +0000 2009,58,12,681,4,0,,,"Music Lover! Singing is my thing, love dancing~ Always trying to make my wildest dreams come true~",1
37384589,bsknair1967,SAK Nair,Sun May 03 07:35:13 +0000 2009,656,57,693,597,0,,1.0,in Kuwait with my buetiful family.,1
38021637,dams54,Dorian Gaspard,Tue May 05 21:12:34 +0000 2009,1,11,604,0,0,,,,1
38520305,Irvefjord,Sandra Irvefjord,Thu May 07 21:22:37 +0000 2009,170,8,324,20,0,,1.0,,1
39321660,quez312001,james p,Mon May 11 19:33:19 +0000 2009,491,12,549,16,0,,1.0,,1
39328305,reemakundnani,Reema Kundnani,Mon May 11 20:03:58 +0000 2009,90,109,425,0,0,,,"Officially, lead Marketing and Corporate Communications at Oberoi Realty and off the record, mother,seeker,movie enthusiast,optimist and a lover of life :)",1
39413961,omarmandozai,Omar Mandozai,Tue May 12 02:40:24 +0000 2009,0,9,596,0,0,,1.0,,1
40010436,latroncal,Acero,Thu May 14 15:00:33 +0000 2009,11,9,188,0,1,,,"sex  , alcohol  &  Rock-n-Roll",1
42570158,pianista2go,Ruben,Tue May 26 05:13:37 +0000 2009,17,55,1249,0,0,,,,1
44091292,nittin89,Kristin GaaseideAure,Tue Jun 02 09:36:51 +0000 2009,30,18,535,1,0,,,3 Aleksander Torset Eriksen,1
45107336,radleygovender,Radley Govender,Sat Jun 06 10:38:53 +0000 2009,603,164,1153,7,0,,,"who am I, lol how the Fuck must I know!  follow me and find the Fuck out hahaha!  #2013 !",1
45954898,rosaesquecidaho,Mª Stela F. de lima,Tue Jun 09 21:50:31 +0000 2009,0,6,534,0,0,,,,1
46071929,ejanuar,Eric Januar,Wed Jun 10 09:05:20 +0000 2009,16,37,406,0,1,,,,1
46553408,MizzTD,Tricia Dinkins,Fri Jun 12 02:06:08 +0000 2009,4,3,593,0,0,,1.0,,1
46609919,savinthegreat,Savinraj,Fri Jun 12 08:13:00 +0000 2009,0,6,368,0,0,,1.0,,1
47497854,stich_428,Jordan Shank,Tue Jun 16 00:59:23 +0000 2009,1,8,1002,0,0,,1.0,,1
47722321,toyota1989,JOHN COLLINS,Tue Jun 16 19:41:26 +0000 2009,9,7,435,0,0,,1.0,,1
48109055,fraserad75,Andrew Fraser,Wed Jun 17 20:46:13 +0000 2009,0,17,993,0,0,,1.0,,1
48336195,escape2syd09,Joshua,Thu Jun 18 12:40:27 +0000 2009,1,10,537,0,0,,1.0,,1
48364513,MARCOSRAMON,Marcos Oliveros,Thu Jun 18 14:25:30 +0000 2009,138,30,566,0,0,,,"Proximamente Ingenieria, papä de Marcos tio de Sofy y padrino de Manuel y Manuela",1
48638750,jeremibaldocchi,Jeremie Baldocchi,Fri Jun 19 07:13:00 +0000 2009,118,60,368,0,3,,,"Bonjour mon nom est Jérémie Baldocchi, Je suis peintre contemporain.My name is Jérémie Baldocchi. I am a French contemporary painter.",1
50055682,wsopme2009,R ONeill,Tue Jun 23 18:24:00 +0000 2009,49,11,562,0,0,,,,1
50342870,xLegendary,Luke Walton,Wed Jun 24 15:53:49 +0000 2009,1,6,585,0,0,,1.0,,1
50449844,Tonheta,Antonio silva,Wed Jun 24 21:39:01 +0000 2009,157,27,475,3,0,,,,1
50613517,Beca1977,Braz,Thu Jun 25 10:52:40 +0000 2009,0,6,563,0,0,,1.0,,1
50660716,GOLUBOV,inam inam,Thu Jun 25 14:31:38 +0000 2009,58,11,565,12,0,,1.0,,1
51184465,Anii913,Ana Diez canseco,Fri Jun 26 19:13:47 +0000 2009,9,10,434,0,0,,,,1
52346698,zdeforest,zach DeForest,Tue Jun 30 08:49:38 +0000 2009,4,4,565,0,1,,1.0,,1
53671214,AMORESMO,Lewis,Sat Jul 04 13:43:03 +0000 2009,0,2,334,0,1,,1.0,,1
54047372,ffencepost,floyd dale fagan,Sun Jul 05 23:58:09 +0000 2009,1,3,519,0,0,,1.0,,1
54244742,OctavioBadia,Octavio Badia,Mon Jul 06 15:59:33 +0000 2009,141,169,735,0,2,,1.0,,1
55197144,omiati,omiati,Thu Jul 09 10:14:41 +0000 2009,1,7,942,0,0,,1.0,,1
55398486,rebechijr,Marco,Thu Jul 09 23:24:18 +0000 2009,29,14,1034,1,0,,,,1
55639200,dowminim,lee sanghyun,Fri Jul 10 19:11:48 +0000 2009,11,3,337,0,0,,1.0,,1
55825155,HunaAkamai,Kahuna Mondial,Sat Jul 11 12:58:07 +0000 2009,12,12,373,0,0,,,,1
55962452,smokinlette,Brittany Martin,Sat Jul 11 23:40:39 +0000 2009,17,15,394,0,0,,,I'll always have juggalo family :),1
56163699,MANDO98,ARMANDO URISTA,Sun Jul 12 19:03:49 +0000 2009,2,7,576,0,0,,1.0,,1
56232036,Skil_1,Marcelo Machado,Mon Jul 13 00:14:02 +0000 2009,119,15,412,0,0,,,"I love cars, photography and aquariums! love my people, my family, my dog(daisy) and i love life!!! peace!!",1
56484656,opjockdan,Daniel de Oliveira ,Mon Jul 13 20:36:40 +0000 2009,23,31,593,0,0,,1.0,,1
57475867,elijah565656,eli myers,Thu Jul 16 23:06:42 +0000 2009,42,12,979,0,0,,1.0,,1
57697039,nanoadriano_ro,adriano,Fri Jul 17 17:10:10 +0000 2009,0,10,534,0,0,,1.0,,1
57710065,Zurbs316,Kelly Zurba,Fri Jul 17 18:02:11 +0000 2009,91,6,449,0,0,,1.0,,1
57757511,andremotta79,andre motta,Fri Jul 17 21:06:45 +0000 2009,13,17,469,3,0,,,,1
58384179,joaocassi,João Cassiano,Mon Jul 20 04:02:18 +0000 2009,8,7,350,0,0,,,,1
58524901,scuadron,raul campos,Mon Jul 20 17:00:19 +0000 2009,1,5,502,0,0,,1.0,,1
58954460,clodoado,Clodoaldo jose,Tue Jul 21 23:07:29 +0000 2009,0,7,637,0,0,,1.0,,1
59568791,3simplysuper,Sophie Kennedy,Thu Jul 23 19:50:23 +0000 2009,11,6,305,0,0,,,"sophy.september 1993, 16.england.norfolk♥",1
59989426,So_Focused34,Walt,Sat Jul 25 05:21:27 +0000 2009,3239,129,606,1,1,,1.0,#TeamUA #ROLLTIDE #TeamDatsLife #Teamigottamakeit#Youngkingsent #NFL #FootballIsLife,1
60018650,mizzangelus,maxinegorman,Sat Jul 25 08:52:26 +0000 2009,21,11,326,0,0,,1.0,,1
60257479,ecsplozed,Diego M i x,Sun Jul 26 07:24:39 +0000 2009,48,10,547,11,0,,1.0,,1
60346119,alexandrelomi,Alexandre L'Omi LOdò,Sun Jul 26 17:04:45 +0000 2009,203,203,836,0,0,,,Sou um nordestino filho da Oxum e da Jurema.,1
60375971,jreaves000,JUDY REAVES,Sun Jul 26 19:27:26 +0000 2009,11,6,449,0,0,,1.0,,1
61858165,xlea12345,joanne,Fri Jul 31 19:49:58 +0000 2009,10,5,298,0,0,,1.0,,1
62204600,GabrielSouza94,Gabriel Andrade,Sun Aug 02 05:30:47 +0000 2009,93,21,345,0,1,,,"se a vida te der limões, faça malabarismo no semáforo.",1
62969150,cheahkimtarh,Cheah Kim Tarh,Tue Aug 04 23:53:50 +0000 2009,1,6,398,0,0,,,ubique,1
63417814,thabelato,Thaís Belato,Thu Aug 06 08:28:57 +0000 2009,109,119,654,0,1,,1.0,,1
63471589,karitheminx,Kari S,Thu Aug 06 12:47:25 +0000 2009,12,7,538,0,0,,1.0,,1
63478699,MarLuth,Randolph Reynoldson,Thu Aug 06 16:07:39 +0000 2009,1,8,550,0,0,,1.0,,1
64110707,gabii0294,gabo:3,Sun Aug 09 04:26:47 +0000 2009,11,28,545,0,0,,,,1
64891773,Nano6620,Mariano Maranguello,Wed Aug 12 01:27:30 +0000 2009,15,17,453,0,2,,1.0,"No olvidar hacerse un tiempo,para disfrutar lo nos gusta.",1
64968114,beautifaulloves,sihan,Wed Aug 12 07:11:50 +0000 2009,68,7,644,0,0,,1.0,leesihan:D,1
65319316,miakkuching,kMk MiAk KcH,Thu Aug 13 08:48:29 +0000 2009,1,13,598,0,0,,1.0,,1
66618364,AleahGreen,Aleah Green,Tue Aug 18 06:50:56 +0000 2009,17,14,558,1,0,,,,1
66618584,Truck_freak,Dylan,Tue Aug 18 06:52:28 +0000 2009,2,3,583,0,0,,1.0,,1
66984417,lredlich,Larrys Redlich,Wed Aug 19 12:19:11 +0000 2009,2471,114,965,2,1,,1.0,,1
67041122,gaoxuxing,Gao　Xuxing,Wed Aug 19 16:18:06 +0000 2009,1,8,577,0,0,,,,1
67828913,johnyG81,John Garrett,Sat Aug 22 06:06:50 +0000 2009,1,2,578,0,0,,1.0,JohnyG Baby!,1
67856562,verylHernz,verylhernz,Sat Aug 22 09:38:06 +0000 2009,9,8,473,26,0,,1.0,,1
67946273,sifluxy,Ricardo sofan,Sat Aug 22 18:11:16 +0000 2009,6,8,528,0,0,,1.0,,1
68524294,zoedatslida,zoe,Mon Aug 24 22:10:55 +0000 2009,10,6,573,0,0,,1.0,,1
69137598,chenmanfu,pen island,Wed Aug 26 23:51:27 +0000 2009,2,3,576,1,0,,1.0,,1
69406812,esson316,Robert Esson,Thu Aug 27 21:16:52 +0000 2009,489,17,636,1,0,,,28 year old owner and driver of Faire Travel my own business! and man utd mad!,1
69412978,airbrushtanned,Angela DiBlasi,Thu Aug 27 21:42:13 +0000 2009,245,176,1101,15,1,,,"Keeping Tampa Tan! Airbrush Tanning Tampa's local NFL, AFL, NHL and College Dance Teams. I am a licensed Nail Technician who loves keeping your hands beautiful!",1
69763238,A_Tipton,Andrew Tipton,Sat Aug 29 02:26:38 +0000 2009,2,1,360,0,0,,1.0,,1
70277715,DWhittbball15,desmond whitt,Mon Aug 31 02:03:41 +0000 2009,69,6,525,9,0,,1.0,,1
70468385,UrbanAngels4u,karjan vloon,Mon Aug 31 18:51:04 +0000 2009,98,43,379,0,0,,,We're both angels but we don't work for Charlie....We are Spain´s leading online fashion shop!!!,1
72024595,anders200,anders lindgren,Sun Sep 06 12:26:22 +0000 2009,34,3,266,0,0,,1.0,,1
72110028,dedjven,Deepak,Sun Sep 06 19:50:08 +0000 2009,1234,15,104,1150,0,,,,1
72186699,wadehbljroh,Hashim Lababdeh,Mon Sep 07 02:48:05 +0000 2009,2188,131,791,0,1,,,حيآة آلعظمـاء لآ تكتب في سطور,1
72348749,juzynhasc,Juh,Mon Sep 07 18:35:44 +0000 2009,136,54,674,1,0,,,Prefiro fazer e me arrepender do que imaginar como seria!!,1
72835654,jinglejoseph,Joseph Cheong,Wed Sep 09 12:02:07 +0000 2009,871,101,501,0,3,,1.0,,1
72849399,darkhartz,Joshua teo,Wed Sep 09 13:17:11 +0000 2009,2,7,555,0,1,,,,1
72852291,Awangku67,azam,Wed Sep 09 13:31:15 +0000 2009,0,10,616,0,0,,1.0,,1
73473444,famacali,fama cali,Fri Sep 11 20:18:39 +0000 2009,149,125,449,0,1,,,red social http://www.famacali.ning.com,1
73766975,Padawanchi,Ana Marin,Sun Sep 13 00:05:59 +0000 2009,45,23,204,0,0,,1.0,,1
75683534,cleo_junior,cleo,Sun Sep 20 00:53:26 +0000 2009,6,26,444,0,0,,1.0,arroz arroz arroz arroz arroz arroz arroz arroz arroz arroz arroz arroz arroz arroz arroz,1
75807122,cleber_1496,Cleber Júnior,Sun Sep 20 15:23:54 +0000 2009,0,8,485,0,0,,1.0,,1
75921800,superronaldo2,Ronaldo Silva,Mon Sep 21 01:02:03 +0000 2009,2,11,957,0,0,,1.0,,1
76361849,Diasbinho,Cleber Dias,Tue Sep 22 15:31:19 +0000 2009,126,47,547,9,2,,,Eu quero mais e ser feliz.,1
77243796,vivi1966,techel chantal,Fri Sep 25 15:54:13 +0000 2009,16,8,387,0,0,,,,1
77293750,sketayo,Scott Hodge,Fri Sep 25 19:44:04 +0000 2009,25,14,443,0,1,,,"my name is scott I am a plumber and I live in louisville, ky. I'm also currently engaged.",1
77334182,marcoscri,Marcos Alves,Fri Sep 25 23:01:04 +0000 2009,14,17,366,0,0,,1.0,,1
77350242,Elfen0621,DIEGO SANDOVAL ,Sat Sep 26 00:24:14 +0000 2009,20,18,483,1,0,,1.0,"creo que encontre lo que buscaba, el problema es que no soy lo que busca T_T",1
77413855,akro99,Alexandr Naidenov,Sat Sep 26 06:27:08 +0000 2009,931,12,580,43,0,,1.0,,1
77443610,DPCrawley1,David Crawley,Sat Sep 26 10:11:22 +0000 2009,16,4,550,0,0,,1.0,,1
77668831,westdean60,syahrifuddin ismael,Sun Sep 27 05:26:31 +0000 2009,6,8,975,0,0,,1.0,,1
78468090,adie_austria,Adie Austria,Wed Sep 30 00:54:11 +0000 2009,2,15,701,0,0,,1.0,,1
79015296,lendja_downs,Fritz,Thu Oct 01 21:58:47 +0000 2009,68,9,652,0,0,,1.0,,1
79749293,Passion_72,Debbie Passion,Sun Oct 04 15:05:40 +0000 2009,14,12,554,1,0,,1.0,,1
79860976,dieguinhocn,diego,Sun Oct 04 23:39:37 +0000 2009,8,4,415,0,0,,1.0,,1
80194139,carmil9698,Carl milner,Tue Oct 06 02:35:10 +0000 2009,29,7,524,0,0,,1.0,,1
82100136,JohnsonXY,Chuangcheng Lin,Tue Oct 13 13:56:32 +0000 2009,42,22,495,1,1,,1.0,,1
82122078,HabboJoBros,Dylan Carson,Tue Oct 13 15:38:20 +0000 2009,3,12,696,0,0,,,,1
82529943,shillitoyousay,Ryan Shillito,Thu Oct 15 03:33:08 +0000 2009,486,68,728,19,1,,1.0,I'm trying to complete a uninteresting degree so I can get a job I don't enjoy. :),1
82839114,ee0012,kenji omatsu,Fri Oct 16 09:27:42 +0000 2009,0,6,590,0,0,,1.0,,1
82885728,BrowAlves,Marcos Vinicius,Fri Oct 16 14:02:48 +0000 2009,573,14,227,530,0,,,,1
83293188,MChuaWY,Marilyn Chua,Sun Oct 18 04:07:35 +0000 2009,1017,198,1045,217,2,,,♡ J's Baby! Hello Kitty & Chocolatee,1
83697927,Be_delpeschio,Bernardo DPeschio,Mon Oct 19 21:51:14 +0000 2009,14,26,588,0,1,,1.0,,1
83895093,greenland1230,rizalyn,Tue Oct 20 18:11:52 +0000 2009,28,4,612,0,0,,1.0,Native San Diegan. Love for the City.  I believe a balance in life is a major key for happiness.  Love life's challenges.,1
84539426,Rahtnax,Painty,Fri Oct 23 08:34:11 +0000 2009,8,3,336,1,0,,1.0,,1
87752806,chussin_20,victor casado mejia,Thu Nov 05 18:41:49 +0000 2009,3,3,593,0,0,,1.0,alegre comediante sarcastico y simpatico,1
88517573,honeybee1964,Karen ,Sun Nov 08 21:44:29 +0000 2009,373,57,450,3,1,,,,1
88563527,dina_carvalh0,Dina Carvalho,Mon Nov 09 01:47:06 +0000 2009,85,18,624,0,0,,,,1
88697962,RyanMiles7,Ryan Miles,Mon Nov 09 16:17:33 +0000 2009,5,5,1015,0,0,,1.0,,1
88866261,EurwynRoyce,Eurwyn Royce,Tue Nov 10 06:16:23 +0000 2009,0,8,427,0,0,,1.0,,1
89225998,nicepuka,somyong chaipanas,Wed Nov 11 16:46:20 +0000 2009,78,8,638,0,0,,1.0,,1
89799649,Ernesto2277,Ernesto Chavez Hdez,Fri Nov 13 21:39:31 +0000 2009,0,1,505,0,0,,,,1
89963109,yayarisya,yayarisya zulkifli,Sat Nov 14 16:00:02 +0000 2009,16,23,473,2,0,,1.0,,1
91067394,zhbr999,Ярослав Евгеньевич,Thu Nov 19 09:04:57 +0000 2009,28,5,595,11,0,,1.0,,1
91350980,ErnaneSiqueira,Ernane Siqueira,Fri Nov 20 14:30:03 +0000 2009,222,228,405,0,0,,,Paranormal aposentado,1
91781300,thamikins_,th,Sun Nov 22 12:36:33 +0000 2009,4795,490,736,14,0,,,,1
92048929,fionahardy,Fiona Hardy,Mon Nov 23 15:59:44 +0000 2009,6,4,301,0,0,,,,1
92525390,Hotdimo,Ahmed mahmoud,Wed Nov 25 13:51:10 +0000 2009,0,4,496,0,0,,1.0,,1
92767071,jean_christien,christien jean,Thu Nov 26 14:44:45 +0000 2009,11,13,392,1,0,,1.0,,1
93225500,belamri12312,jason,Sat Nov 28 17:40:14 +0000 2009,3,6,565,0,0,,1.0,,1
94244578,nanahara2,nanahara,Thu Dec 03 03:28:22 +0000 2009,61,6,671,0,0,,1.0,,1
94528740,vampiro_666819,refugio mendez pule,Fri Dec 04 10:03:15 +0000 2009,11,25,1470,0,0,,,,1
95439836,epo58,Ethan Sanchez ,Tue Dec 08 15:20:53 +0000 2009,0,7,610,0,0,,1.0,,1
95602959,AnggihMilan,Anggih Milano,Wed Dec 09 08:22:52 +0000 2009,48,68,582,0,0,,,Faithful ma  اَللّهُ Gokil Smart Usil Baik Emosian Cinta Milan,1
95695519,carlbaggy,BagRa,Wed Dec 09 17:51:55 +0000 2009,28,8,498,3,0,,1.0,,1
95782748,reahvaldez,reah valdez,Thu Dec 10 01:03:31 +0000 2009,21,4,616,0,0,,1.0,"Hi All, I'm based in London and my interests include travel & working from home. I help others to achieve this. For more info go here: http://t.co/wc9zZosZ",1
96123681,luay10,luay,Fri Dec 11 13:15:11 +0000 2009,0,4,606,0,0,,,,1
96487747,mIrDy_23,migdy nunez,Sun Dec 13 04:53:11 +0000 2009,438,67,935,8,1,,,,1
96730829,sravan_rendala,shravan kumar.R,Mon Dec 14 09:40:10 +0000 2009,32,11,939,0,1,,1.0,,1
96871607,vega_alma7,alma vega,Tue Dec 15 00:06:18 +0000 2009,2,9,936,0,0,,1.0,,1
96882337,2009TURKA,LORELILLOATALAH,Tue Dec 15 01:12:48 +0000 2009,1742,60,704,0,0,,,ANTES MUERTA QUE SENCILLA,1
96917059,pmsoo,Phillip Ryu,Tue Dec 15 05:03:29 +0000 2009,1190,189,477,22,17,,,"Stay hungry, Stay foolish.",1
97275343,anna_kareninna,Rita,Wed Dec 16 19:44:36 +0000 2009,4,7,555,0,0,,1.0,,1
97859473,alpyavuzeser,Alp Yavuzeser,Sat Dec 19 08:52:16 +0000 2009,1,12,349,0,0,,1.0,,1
97904722,CJayakonstruksi,Aries jayakonstruksi,Sat Dec 19 14:03:08 +0000 2009,232,67,673,1,0,,,,1
99268708,kamel009,kamel letoum,Fri Dec 25 11:37:02 +0000 2009,1,4,847,0,0,,1.0,,1
99469213,zagro80,zagro santos enanos,Sat Dec 26 09:47:22 +0000 2009,7,48,599,0,2,,,,1
99624861,JulioCChagoya,Lucas,Sun Dec 27 02:57:23 +0000 2009,456,132,581,1,1,,1.0,,1
100219528,Thatag15,thaynara,Tue Dec 29 13:00:12 +0000 2009,6,8,436,5,0,,,,1
100370448,pablo_mc4,Pablo Cuello,Wed Dec 30 01:37:38 +0000 2009,5,6,365,0,0,,,,1
101330413,Fah_Cristina,Fatima Cristina ,Sat Jan 02 22:33:40 +0000 2010,1183,53,546,2,13,,,"(...) Problemas para vencer, liberdade para provar. E enquanto acreditarmos no nosso sonho, nada é por acaso.",1
101399567,IkarosLove,Ikaros,Sun Jan 03 04:52:19 +0000 2010,0,4,593,0,0,,1.0,,1
101573373,rul085,raul quilez,Sun Jan 03 21:09:08 +0000 2010,32,7,413,0,0,,1.0,,1
101892747,paynevscastle,lance taylor,Mon Jan 04 23:29:06 +0000 2010,2,2,445,0,0,,1.0,Just sit around playing video games and pondering.,1
102336226,EightSevent,Mosenk EightSevent,Wed Jan 06 10:39:31 +0000 2010,68,2,331,0,0,,1.0,Buy low. Sell High. Search Easy.,1
102701930,KBanjany,Kristin Banjany,Thu Jan 07 15:00:32 +0000 2010,17,24,599,0,1,,1.0,,1
103159736,bennzenn,Benjamin H Williams,Sat Jan 09 03:01:48 +0000 2010,1,5,369,0,0,,1.0,,1
104657589,swashbuckler45,Nick Isaak,Thu Jan 14 00:34:33 +0000 2010,1,6,520,0,0,,1.0,,1
104850934,paulosuissa,fadamusica,Thu Jan 14 16:02:22 +0000 2010,3,4,520,0,0,,,,1
105510200,lovesnurull,Nurul Hasnun,Sat Jan 16 15:29:50 +0000 2010,4,7,605,0,0,,1.0,,1
105696650,ballesterok,katherine ballestero,Sun Jan 17 05:08:54 +0000 2010,16,39,642,0,0,,1.0,"Amable, sincera, educadora, m encanta la musica, pin:217ED03F",1
105748476,JoseJuanLP,Jose Juan Iglesias,Sun Jan 17 10:16:26 +0000 2010,2,7,427,0,0,,1.0,"Hablar de mi en primera persona no es muy fuerte pero si la cuestion es autobiografiarse,pues,soy una persona bastante peculiar aunque muy normal a la vez.",1
105790281,emadmoh,Emad Elden M. Ramada,Sun Jan 17 13:52:19 +0000 2010,8,16,345,0,0,,1.0,,1
106193762,thauanne_cn,Thauanne Alecxander ,Mon Jan 18 20:02:04 +0000 2010,17,12,430,0,0,,,,1
106595346,claudita_37,claudia gonzalez,Wed Jan 20 02:07:34 +0000 2010,155,33,718,0,0,,,,1
106622116,barbbeighley,Barbara Beighley,Wed Jan 20 04:03:14 +0000 2010,12,0,430,0,0,,1.0,,1
107013897,atunnianti,atun nianti,Thu Jan 21 09:54:58 +0000 2010,19,13,455,2,1,,,"cwe yang tomboy, baek hti, setia kawan, dll",1
107914508,ppzepeda,José Zepeda,Sun Jan 24 05:17:52 +0000 2010,3228,1167,1621,13,25,,,"la fotografía y desarrollo de aptitudes en la comunicación, 18 años en difusión en OCESA me ha permitido participar en mas de 1,800 eventos distintos",1
108061353,jpncaetano,João Caetano,Sun Jan 24 18:15:09 +0000 2010,0,14,1008,0,0,,1.0,,1
108133351,dheafata,haryono ariiq,Sun Jan 24 23:48:05 +0000 2010,27,3,575,0,0,,1.0,Dominican Republic Realtor - Casa de Campo Real Estate & Villa Rental - Caribbean Golf & Sea Resorts. CEO@DominicanLuxVillas -TRC Certified - FIABCI Member.,1
